"tract_fips","time_frame","PPOPWOINS","PPOPWINSPRIV","PPOPWINSPUB","PPOPWEMPINS","PPOPWMEDICARE","PPOPWMEDICAID"
"32003005834","2017-2021","7.32","78.08","22.59","66.76","13.81","8.29"
"32003005835","2017-2021","7.22","84.28","20.38","70.27","12.84","7.05"
"32003005836","2017-2021","9.62","79.07","23.63","62.68","14.98","4.76"
"32003005837","2017-2021","8.81","72.50","28.04","57.69","14.36","13.91"
"32003005839","2017-2021","8.13","76.50","19.56","65.84","10.61","10.52"
"32003005841","2017-2021","1.84","87.94","20.08","67.20","19.01","1.26"
"32003005842","2017-2021","4.53","87.75","18.79","70.68","17.56","1.21"
"32003005843","2017-2021","3.62","83.44","30.60","68.64","26.91","3.76"
"32003005844","2017-2021","5.31","74.33","35.12","56.65","29.24","8.95"
"32003005845","2017-2021","4.12","78.77","28.28","67.07","22.17","7.30"
"32003005846","2017-2021","4.13","78.63","45.75","54.81","40.89","5.75"
"32003005847","2017-2021","10.50","74.86","21.04","59.82","10.50","11.19"
"32003005848","2017-2021","20.40","44.24","42.44","38.68","16.00","30.55"
"32003005849","2017-2021","8.96","65.74","36.44","57.20","17.45","19.58"
"32003005850","2017-2021","6.02","80.65","23.18","68.12","10.07","13.24"
"32003005852","2017-2021","3.53","80.65","21.35","65.11","14.52","8.38"
"32003005855","2017-2021","5.34","76.67","26.79","60.72","13.55","15.35"
"32003005856","2017-2021","7.51","73.22","32.19","54.05","14.92","18.14"
"32003005857","2017-2021","7.52","76.81","34.31","64.65","8.24","25.86"
"32003005858","2017-2021","6.92","78.55","19.36","59.83","9.61","10.57"
"32003005859","2017-2021","12.31","65.68","30.88","57.81","14.33","18.06"
"32003005860","2017-2021","9.14","75.71","22.41","59.48","9.65","13.52"
"32003005861","2017-2021","1.30","89.91","38.83","78.74","9.18","29.31"
"32003005862","2017-2021","9.77","78.06","22.58","66.05","6.78","12.58"
"32003005863","2017-2021","12.32","71.08","22.31","54.21","7.97","14.34"
"32003005864","2017-2021","8.41","76.50","19.26","62.17","9.92","9.07"
"32003005865","2017-2021","5.42","79.84","20.08","63.51","12.57","7.10"
"32003005866","2017-2021","8.25","80.94","18.37","72.38","6.43","11.96"
"32003005867","2017-2021","3.37","89.22","11.33","80.88","6.77","4.73"
"32003005868","2017-2021","8.68","80.22","19.45","72.25","10.64","7.32"
"32003005869","2017-2021","4.37","69.03","31.92","64.22","7.08","28.70"
"32003005870","2017-2021","6.21","70.56","29.69","61.55","14.08","17.31"
"32003005871","2017-2021","4.42","84.31","16.14","76.35","9.14","3.91"
"32003005872","2017-2021","4.86","87.97","12.03","73.55","8.57","3.53"
"32003005873","2017-2021","2.43","92.25","10.84","81.04","6.03","5.89"
"32003005874","2017-2021","15.56","71.80","23.48","53.86","18.21","12.17"
"32003005875","2017-2021","16.90","56.23","35.24","46.25","14.14","20.88"
"32003005876","2017-2021","9.41","49.03","54.68","29.33","41.73","17.65"
"32003005877","2017-2021","1.85","89.91","18.49","76.62","7.78","5.43"
"32003005902","2017-2021","10.56","51.15","47.91","48.12","29.29","23.22"
"32003005903","2017-2021","11.67","69.19","51.78","49.89","48.55","3.59"
"32003005904","2017-2021","2.85","72.30","75.82","44.41","73.35","4.95"
"32003005905","2017-2021","10.30","58.04","68.13","35.44","51.85","20.63"
"32003006001","2017-2021","8.98","50.71","45.55","36.88","8.42","37.35"
"32003006103","2017-2021","7.25","63.88","39.48","58.35","21.13","20.32"
"32003006104","2017-2021","6.57","85.37","18.86","71.31","12.64","6.22"
"32003006201","2017-2021","26.32","41.82","37.76","38.20","7.46","30.20"
"32003006202","2017-2021","14.65","53.88","37.81","48.34","10.35","27.64"
"32003006203","2017-2021","17.14","61.59","28.47","53.10","9.97","18.73"
"32003006204","2017-2021","9.64","62.42","33.51","58.85","11.48","22.60"
"32003006700","2017-2021","10.49","77.55","22.16","56.96","15.29","7.75"
"32003006800","2017-2021","19.56","49.11","37.20","42.92","10.84","27.05"
"32003006900","2017-2021","5.33","50.53","58.14","40.80","50.09","16.78"
"32003007100","2017-2021","26.60","26.80","49.70","23.59","9.89","45.07"
"32003007200","2017-2021","10.75","52.80","51.39","45.37","16.86","33.71"
"32003007500","2017-2021","4.94","67.16","38.15","52.71","28.26","13.81"
"32003007600","2017-2021","10.82","65.39","29.91","55.50","15.87","13.12"
"32003007801","2017-2021","9.33","64.43","31.88","16.62","11.08","21.28"
"32003007802","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32003007900","2017-2021","16.80","39.33","47.42","31.03","21.28","32.20"
"32005001000","2017-2021","6.63","72.07","39.41","59.41","33.96","8.22"
"32005001100","2017-2021","13.67","60.75","38.46","46.81","17.57","20.24"
"32005001200","2017-2021","6.31","70.02","46.51","53.74","34.81","10.02"
"32005001300","2017-2021","1.93","80.86","42.04","49.88","32.28","8.28"
"32005001400","2017-2021","4.05","81.96","36.56","68.89","30.16","4.39"
"32005001500","2017-2021","8.69","65.02","42.53","45.78","24.96","17.28"
"32005001600","2017-2021","4.41","76.37","47.85","40.92","43.15","6.58"
"32005001700","2017-2021","13.50","68.28","32.17","52.06","18.72","14.06"
"32005001800","2017-2021","14.34","66.89","37.61","46.34","30.99","8.78"
"32005001900","2017-2021","6.38","83.78","37.43","59.19","37.43",".00"
"32005002000","2017-2021","5.55","71.00","43.27","53.44","27.61","14.12"
"32005002100","2017-2021","6.05","81.95","34.55","66.68","28.68","4.59"
"32005002200","2017-2021","1.10","86.82","42.80","61.75","37.16","7.01"
"32005002300","2017-2021","3.76","83.72","41.55","54.88","38.58","5.32"
"32005002400","2017-2021","13.46","60.66","42.14","46.59","22.47","22.41"
"32005002500","2017-2021","10.67","58.84","53.53","40.68","36.80","19.81"
"32005990000","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32007950200","2017-2021","5.11","54.21","52.64","38.60","23.31","31.12"
"32007950701","2017-2021","10.73","83.40","13.19","76.50","6.43","3.50"
"32007950702","2017-2021","11.88","67.43","27.98","64.91","14.24","13.98"
"32007950800","2017-2021","10.73","74.81","25.63","63.96","12.87","10.79"
"32007950900","2017-2021","6.15","73.48","30.28","61.93","17.26","17.44"
"32007951000","2017-2021","13.13","56.64","39.01","51.70","14.31","25.81"
"32007951201","2017-2021","3.35","90.48","17.45","80.83","13.05","3.74"
"32007951202","2017-2021","12.04","73.01","25.70","67.35","17.38","11.26"
"32007951300","2017-2021","14.41","62.68","34.64","59.42","17.17","24.95"
"32007951401","2017-2021","5.65","76.83","25.98","65.05","12.27","14.05"
"32007951403","2017-2021","10.73","76.65","25.56","67.28","9.89","15.41"
"32007951404","2017-2021","4.31","85.24","16.79","81.04","10.07","6.69"
"32007951500","2017-2021","8.50","74.60","18.64","73.37","8.97","13.37"
"32007951600","2017-2021","9.86","74.38","24.73","67.74","14.17","8.88"
"32007951700","2017-2021","12.10","55.77","41.18","51.99","16.39","25.70"
"32009950100","2017-2021","11.11","44.65","51.17","35.58","37.72","15.70"
"32011000100","2017-2021","9.07","68.52","38.55","59.20","21.96","15.83"
"32013010501","2017-2021","13.75","68.00","33.36","43.72","26.83","9.68"
"32013010502","2017-2021","9.24","78.57","19.62","72.40","14.29","6.44"
"32013010600","2017-2021","16.73","60.90","35.84","47.43","17.48","16.14"
"32013010701","2017-2021","10.15","67.55","39.97","54.70","13.14","29.71"
"32013010702","2017-2021","8.20","83.05","17.86","69.08","14.74","7.59"
"32015000301","2017-2021","4.21","73.53","40.30","57.90","23.66","21.42"
"32015000302","2017-2021","5.63","83.91","26.61","68.52","11.43","13.57"
"32017950100","2017-2021","7.93","64.31","40.94","52.55","22.97","19.74"
"32017950200","2017-2021","14.02","63.15","36.80","56.65","28.52","9.49"
"32019960103","2017-2021","24.74","51.21","28.97","45.21","12.17","18.82"
"32019960104","2017-2021","5.49","53.98","44.99","48.67","18.64","31.54"
"32019960105","2017-2021","3.70","72.42","41.90","67.15","20.12","19.67"
"32019960106","2017-2021","5.35","80.53","23.83","75.79","16.09","7.98"
"32019960107","2017-2021","7.50","77.12","33.94","57.91","11.78","18.67"
"32019960108","2017-2021","13.42","76.09","29.11","58.41","21.53","8.11"
"32019960203","2017-2021","10.20","45.85","55.16","34.24","31.16","28.21"
"32019960204","2017-2021","8.58","54.37","54.26","43.63","27.79","27.37"
"32019960205","2017-2021","8.91","44.68","53.08","38.82","35.54","27.72"
"32019960206","2017-2021","8.84","57.83","49.74","45.99","32.88","20.90"
"32019960301","2017-2021","19.92","57.51","35.37","46.68","21.93","15.40"
"32019960303","2017-2021","13.43","61.75","41.39","49.61","27.73","15.59"
"32019960304","2017-2021","5.36","76.90","34.84","60.76","25.09","10.87"
"32019960305","2017-2021","6.72","69.45","32.55","56.32","16.66","18.62"
"32019960801","2017-2021","9.20","48.12","73.43","23.75","51.84","30.21"
"32019960802","2017-2021","4.45","56.98","52.25","48.19","29.33","22.37"
"32019960901","2017-2021","13.36","47.23","61.57","31.28","32.98","38.52"
"32019960902","2017-2021","5.00","55.32","67.79","40.21","30.10","41.55"
"32021970700","2017-2021","8.35","48.96","50.20","43.59","24.08","24.26"
"32021970800","2017-2021","12.13","40.79","58.87","35.53","27.09","34.49"
"32023960100","2017-2021","4.15","84.93","14.74","71.88","9.59","5.90"
"32023960200","2017-2021","5.87","59.22","51.81","46.87","40.89","15.15"
"32023960300","2017-2021","21.12","28.51","59.09","21.49","26.17","31.34"
"32023960405","2017-2021","13.34","47.05","54.25","32.95","29.30","26.29"
"32023960407","2017-2021","6.22","57.01","56.75","41.22","24.62","32.58"
"32023960408","2017-2021","10.45","58.40","53.04","48.94","35.74","23.25"
"32023960409","2017-2021","12.69","59.12","49.44","45.61","38.96","10.07"
"32023960410","2017-2021","9.02","49.23","59.54","37.32","34.39","27.92"
"32023960411","2017-2021","2.76","57.33","66.90","44.98","38.56","34.99"
"32023960412","2017-2021","6.19","64.93","56.45","44.58","41.17","15.73"
"32023960413","2017-2021","21.80","36.24","57.78","30.65","31.95","29.02"
"32023960414","2017-2021","10.32","32.84","77.73","21.15","43.72","36.03"
"32023960415","2017-2021","13.48","39.65","59.51","26.34","37.56","25.54"
"32023960416","2017-2021","12.18","53.20","58.38","31.32","35.04","30.78"
"32023980500","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32027960100","2017-2021","12.52","63.09","36.81","52.75","21.11","17.41"
"32029970200","2017-2021","7.82","54.69","56.36","40.96","38.74","21.87"
"32031000103","2017-2021","18.43","40.96","49.88","32.75","25.82","26.06"
"32031000104","2017-2021","7.16","67.49","39.36","50.16","23.28","21.32"
"32031000105","2017-2021","14.70","48.73","46.18","38.55","23.89","26.39"
"32031000106","2017-2021","13.13","14.95","80.25","10.51","40.58","66.12"
"32031000201","2017-2021","25.48","50.33","35.00","43.17","8.87","27.74"
"32031000202","2017-2021","20.06","57.47","28.13","49.21","14.53","15.88"
"32031000301","2017-2021","27.43","56.31","23.92","47.83","16.26","11.30"
"32031000302","2017-2021","19.96","71.00","12.51","58.43","8.16","3.25"
"32031000401","2017-2021","10.38","69.63","30.99","55.28","28.31","4.87"
"32031000402","2017-2021","4.53","73.14","35.85","63.66","27.50","9.14"
"32031000701","2017-2021","12.31","72.93","25.08","64.72","12.15","12.38"
"32031000702","2017-2021","14.72","58.34","33.83","53.09","16.88","16.46"
"32031000900","2017-2021","26.38","29.64","52.05","25.49","22.13","34.36"
"32031001005","2017-2021","7.41","68.21","35.87","53.09","25.34","12.78"
"32031001010","2017-2021","3.54","81.93","31.77","65.58","20.97","11.06"
"32031001011","2017-2021","3.93","82.77","27.58","67.21","23.21","6.93"
"32031001012","2017-2021","1.61","84.83","30.64","64.81","28.65","4.77"
"32031001013","2017-2021","1.88","87.89","30.01","63.59","27.10","2.84"
"32031001014","2017-2021","7.81","77.43","35.54","58.03","28.62","9.57"
"32031001015","2017-2021","9.38","72.25","32.39","60.44","27.41","6.21"
"32031001016","2017-2021","19.59","60.39","27.72","56.27","11.82","19.27"
"32031001017","2017-2021","8.00","65.41","34.70","56.97","29.19","4.76"
"32031001018","2017-2021","15.02","36.14","51.13","28.69","13.34","39.21"
"32031001019","2017-2021","20.85","55.30","31.04","51.73","10.19","20.64"
"32031001101","2017-2021","6.12","71.59","41.26","55.24","30.29","13.20"
"32031001103","2017-2021","1.34","86.88","32.04","70.88","30.16","5.60"
"32031001104","2017-2021","1.38","85.89","30.78","69.53","24.26","7.22"
"32031001105","2017-2021","2.59","82.03","28.55","64.67","26.14","3.43"
"32031001201","2017-2021","9.41","72.70","28.10","58.23","19.94","10.04"
"32031001203","2017-2021","10.92","65.42","30.68","60.13","18.30","15.08"
"32031001204","2017-2021","23.18","48.33","31.06","43.37","11.57","18.70"
"32031001300","2017-2021","6.77","68.60","36.96","61.03","20.50","18.38"
"32031001400","2017-2021","18.84","69.19","17.93","55.76","7.35","11.41"
"32031001501","2017-2021","8.17","73.89","24.96","64.80","13.83","14.25"
"32031001503","2017-2021","14.44","59.55","29.56","54.00","15.02","17.53"
"32031001504","2017-2021","8.39","83.76","9.98","75.02",".54","8.74"
"32031001701","2017-2021","9.50","50.63","48.46","39.16","13.65","37.28"
"32031001703","2017-2021","25.93","45.75","35.20","40.31","12.91","21.39"
"32031001704","2017-2021","8.87","73.80","21.58","66.64","13.85","13.18"
"32031001801","2017-2021","11.52","44.37","48.95","39.96","16.83","37.82"
"32031001802","2017-2021","15.75","43.16","50.49","38.30","27.87","26.02"
"32031001901","2017-2021","30.03","37.30","39.94","30.33","16.03","25.31"
"32031001903","2017-2021","19.91","45.27","37.76","42.42","14.23","24.74"
"32031001904","2017-2021","17.53","41.96","49.74","33.20","19.23","28.35"
"32031002103","2017-2021","5.99","73.56","37.74","60.10","22.08","17.09"
"32031002104","2017-2021","8.98","70.53","31.36","62.48","26.07","6.03"
"32031002105","2017-2021","8.92","78.57","20.72","67.91","12.27","8.66"
"32031002106","2017-2021","6.15","67.45","36.23","57.83","22.54","17.88"
"32031002107","2017-2021","15.77","45.78","42.72","42.39","14.40","31.11"
"32031002204","2017-2021","24.53","60.78","18.63","54.85","7.33","10.88"
"32031002207","2017-2021","4.12","88.02","18.77","70.87","13.83","4.92"
"32031002208","2017-2021","2.05","84.54","25.59","73.07","21.23","7.14"
"32031002210","2017-2021","3.68","88.29","17.59","78.13","15.06","2.20"
"32031002211","2017-2021","21.89","49.99","32.11","45.94","13.50","22.52"
"32031002212","2017-2021","20.73","44.02","41.56","37.41","10.49","32.50"
"32031002213","2017-2021","9.14","76.96","27.91","56.67","16.23","10.76"
"32031002214","2017-2021","3.03","79.49","27.62","70.00","9.14","14.48"
"32031002215","2017-2021","3.77","79.23","23.02","73.21","7.74","13.59"
"32031002216","2017-2021","4.06","72.84","34.94","65.81","15.36","18.20"
"32031002217","2017-2021","6.93","80.85","38.73","53.94","28.10","10.07"
"32031002218","2017-2021","2.45","88.91","11.49","81.55","6.64","5.07"
"32031002219","2017-2021","4.08","86.77","12.92","75.17","5.97","7.83"
"32031002302","2017-2021","6.39","73.26","33.83","58.51","28.43","4.89"
"32031002303","2017-2021","1.65","83.57","44.85","62.00","44.19","3.60"
"32031002304","2017-2021",".78","82.10","35.56","61.05","32.75","5.18"
"32031002401","2017-2021","6.88","78.02","24.57","59.98","16.30","8.02"
"32031002406","2017-2021","8.63","63.96","36.42","53.84","14.86","23.79"
"32031002407","2017-2021","8.58","73.46","26.59","64.74","12.98","15.36"
"32031002408","2017-2021","9.46","81.96","19.41","73.78","15.43","3.82"
"32031002409","2017-2021","2.97","89.84","13.48","81.37","11.34","2.18"
"32031002411","2017-2021","9.98","77.28","21.35","65.36","11.15","10.30"
"32031002412","2017-2021","4.25","85.40","19.39","73.98","14.93","3.96"
"32031002413","2017-2021","4.91","74.13","34.58","65.65","24.46","14.87"
"32031002414","2017-2021","5.90","68.13","39.84","60.80","17.93","19.44"
"32031002500","2017-2021","6.28","84.06","17.70","72.17","11.17","6.19"
"32031002603","2017-2021","2.04","82.82","33.54","73.55","22.09","9.48"
"32031002610","2017-2021","7.79","68.97","28.39","63.97","12.68","17.36"
"32031002611","2017-2021","11.42","57.33","36.39","52.20","8.42","27.12"
"32031002612","2017-2021","12.70","72.04","22.22","60.06","12.72","10.11"
"32031002613","2017-2021","7.31","75.16","24.42","70.70","11.46","11.82"
"32031002614","2017-2021","12.51","74.84","17.56","70.08","7.81","9.85"
"32031002615","2017-2021","12.64","69.15","25.67","62.50","11.03","14.19"
"32031002616","2017-2021","10.34","63.76","31.52","59.10","9.35","22.71"
"32031002618","2017-2021","15.84","71.49","21.67","57.96","18.74","3.41"
"32031002620","2017-2021","11.80","49.92","42.25","45.98","22.66","26.18"
"32031002621","2017-2021","4.50","45.12","58.98","35.96","29.26","30.79"
"32031002622","2017-2021","4.75","48.08","54.42","39.95","7.42","45.41"
"32031002623","2017-2021","6.76","73.70","28.55","62.39","13.09","12.55"
"32031002703","2017-2021","16.25","42.97","49.21","33.77","12.76","39.17"
"32031002704","2017-2021","15.72","48.40","40.93","41.98","11.21","29.87"
"32031002705","2017-2021","11.54","54.62","38.68","50.38","12.27","27.66"
"32031002706","2017-2021","15.30","44.93","47.07","41.79","18.39","34.12"
"32031002707","2017-2021","23.20","49.92","33.31","45.76","17.21","22.55"
"32031002801","2017-2021","16.40","65.23","25.72","59.90","13.39","14.67"
"32031002802","2017-2021","21.66","53.80","30.58","46.92","10.88","20.83"
"32031002901","2017-2021","3.50","77.94","30.77","67.65","18.81","11.99"
"32031002902","2017-2021","7.23","70.30","32.98","63.89","14.82","18.37"
"32031003001","2017-2021","16.70","57.04","35.07","49.37","13.76","24.22"
"32031003002","2017-2021","18.61","49.44","38.87","42.05","15.12","27.59"
"32031003105","2017-2021","9.31","74.16","34.95","56.50","21.20","8.62"
"32031003106","2017-2021","7.88","75.89","30.92","69.23","14.81","16.06"
"32031003108","2017-2021","8.37","80.07","22.06","75.47","14.33","7.82"
"32031003109","2017-2021","2.51","79.54","43.12","65.72","32.47","11.11"
"32031003110","2017-2021","3.94","86.99","27.80","69.00","21.80","5.68"
"32031003111","2017-2021","22.61","59.09","26.91","46.53","15.91","14.89"
"32031003112","2017-2021","10.11","65.97","31.30","58.79","20.53","14.38"
"32031003203","2017-2021",".97","87.75","31.33","62.90","26.51","7.04"
"32031003205","2017-2021","9.69","69.60","31.61","57.47","22.37","11.80"
"32031003206","2017-2021","6.64","78.24","40.03","58.06","37.54","4.90"
"32031003207","2017-2021","5.30","66.36","45.98","57.94","28.75","17.92"
"32031003305","2017-2021","7.09","81.81","26.21","53.34","22.61","4.21"
"32031003306","2017-2021","18.28","63.44","26.72","43.70","14.74","16.09"
"32031003307","2017-2021","13.93","75.42","21.62","47.32","14.41","7.21"
"32031003308","2017-2021","3.97","89.00","37.63","53.56","36.67","1.19"
"32031003310","2017-2021","14.44","73.66","25.54","51.08","24.24",".19"
"32031003311","2017-2021","1.18","94.29","27.90","60.45","24.60",".53"
"32031003501","2017-2021","12.23","69.75","29.51","64.72","19.57","11.34"
"32031003503","2017-2021","4.22","78.81","30.18","63.02","18.12","15.63"
"32031003507","2017-2021","10.48","80.17","22.67","73.66","15.78","4.47"
"32031003508","2017-2021","3.49","83.46","25.92","73.35","17.86","6.81"
"32031003510","2017-2021","6.02","83.18","23.66","71.51","15.34","10.51"
"32031003511","2017-2021","3.22","83.74","25.56","69.02","21.62","3.34"
"32031003512","2017-2021","4.33","88.07","23.54","75.30","19.77","3.89"
"32031003513","2017-2021","3.91","84.12","23.64","73.80","14.36","10.13"
"32031003514","2017-2021","2.45","88.14","24.84","75.05","23.30","2.71"
"32031003516","2017-2021","1.26","86.76","30.49","75.13","25.76","3.78"
"32031003517","2017-2021","5.77","81.70","27.29","73.03","17.41","8.46"
"32031003518","2017-2021","6.40","77.57","28.67","68.88","22.37","6.62"
"32031003519","2017-2021","1.97","82.52","25.93","71.51","11.94","12.04"
"32031003520","2017-2021","2.01","86.37","25.62","76.57","18.25","3.31"
"32031003521","2017-2021","18.83","64.84","31.79","56.98","15.57","14.73"
"32031003522","2017-2021","1.93","79.35","28.45","68.31","23.73","17.88"
"32031940200","2017-2021","14.24","47.11","50.50","39.39","25.28","34.53"
"32031980000","2017-2021",".00","35.29","66.67","35.29",".00","66.67"
"32031980100","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32031980200","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32031980300","2017-2021",".00","100.00","100.00",".00","100.00",".00"
"32031990000","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32031990100","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
"32033970100","2017-2021","7.62","66.37","48.21","54.86","32.06","16.74"
"32033970200","2017-2021","2.34","75.96","33.98","67.53","21.26","13.59"
"32033970300","2017-2021","7.41","61.71","41.35","51.88","24.24","17.94"
"32510000100","2017-2021","5.43","66.73","43.59","55.37","32.73","12.98"
"32510000200","2017-2021","7.40","72.71","36.89","62.38","27.29","11.83"
"32510000300","2017-2021","4.25","72.38","42.96","59.63","34.14","9.67"
"32510000400","2017-2021","7.68","68.61","42.55","57.25","26.52","15.87"
"32510000501","2017-2021","9.36","75.99","21.68","66.51","11.61","12.51"
"32510000502","2017-2021","15.83","46.26","51.98","37.34","29.83","26.48"
"32510000601","2017-2021","8.66","73.41","26.51","56.76","16.37","13.12"
"32510000602","2017-2021","4.85","52.42","57.71","42.73","14.44","44.76"
"32510000701","2017-2021","6.88","74.58","29.62","63.95","21.25","12.61"
"32510000702","2017-2021","12.38","67.27","37.18","55.84","23.10","16.12"
"32510000800","2017-2021","10.98","73.79","31.00","53.55","23.14","10.36"
"32510000900","2017-2021","14.30","62.27","38.80","55.13","23.38","19.30"
"32510001001","2017-2021","25.04","38.96","42.33","32.79","11.29","33.19"
"32510001002","2017-2021","9.36","72.85","27.22","62.78","16.01","12.99"
"32510990000","2017-2021","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00"
